country,points,price,province
US,90,35,California
US,90,28,California
Italy,90,,Sicily & Sardinia
Germany,90,18,Mosel
France,90,49,Champagne
France,90,60,Champagne
US,90,31,California
US,90,48,California
Italy,90,49,Piedmont
Italy,90,40,Lombardy
France,90,60,Champagne
France,90,53,Champagne
France,90,63,Champagne
US,90,48,California
France,90,27,Bordeaux
US,90,30,California
US,90,55,Oregon
Portugal,90,15,Tejo
France,90,65,Champagne
Portugal,90,60,Port
Australia,90,29,South Australia
France,90,50,Champagne
Portugal,90,60,Port
US,92,66,Oregon
France,92,80,Burgundy
France,92,35,Burgundy
US,92,58,California
Italy,92,35,Southern Italy
Portugal,92,26,Lisboa
US,92,60,California
US,92,50,Oregon
US,92,60,California
US,92,45,California
US,92,95,Washington
France,92,55,Champagne
US,92,39,Oregon
US,92,75,California
Italy,92,100,Sicily & Sardinia
France,92,48,Champagne
US,92,35,California
US,92,45,California
US,92,80,California
US,92,50,California
US,92,27,California
US,92,39,California
Portugal,92,,Douro
Italy,92,66,Southern Italy
Portugal,92,35,Dão
US,92,65,California
Italy,92,,Southern Italy
US,92,30,Oregon
US,92,42,Washington
Germany,92,210,Rheingau
US,87,58,California
US,87,26,Texas
US,87,25,Washington
US,87,35,California
US,87,42,California
US,87,15,California
US,87,38,California
US,87,14,Washington
US,87,10,Washington
US,87,10,Washington
US,87,23,Texas
US,87,14,New York
Chile,87,12,Colchagua Valley
France,87,18,Provence
France,87,60,Burgundy
Italy,87,9,Northeastern Italy
US,87,55,California
US,87,14,California
US,87,25,New York
US,87,20,New York
Italy,87,79,Veneto
US,87,19,California
Chile,87,13,Rapel Valley
US,87,23,California
US,87,32,California
US,87,25,Washington
Chile,87,25,Aconcagua Costa
France,87,19,Provence
Chile,87,17,Peumo
Chile,87,17,Marchigue
US,87,17,California
US,87,52,California
Italy,87,,Veneto
US,87,65,California
France,87,18,Burgundy
US,87,50,Washington
South Africa,87,19,Paarl
Argentina,87,12,Mendoza Province
France,87,23,Burgundy
Italy,87,14,Northeastern Italy
Spain,87,20,Northern Spain
Portugal,87,,Lisboa
Portugal,87,12,Lisboa
Portugal,87,15,Tejo
US,87,25,California
Germany,87,12,Rheinhessen
US,87,39,California
Italy,87,60,Tuscany
Portugal,87,11,Vinho Verde
Argentina,87,30,Mendoza Province
US,87,30,California
Italy,87,12,Veneto
Italy,87,50,Veneto
Argentina,87,50,Mendoza Province
US,87,20,California
Portugal,87,12,Tejo
US,87,19,California
France,87,17,Southwest France
US,87,23,California
US,87,30,California
Italy,88,30,Tuscany
Argentina,88,11,Mendoza Province
US,88,23,New York
US,88,22,Washington
US,88,32,Washington
New Zealand,88,35,Hawke's Bay
US,88,34,California
US,88,28,California
US,88,34,California
France,88,36,Burgundy
US,88,100,California
Chile,88,23,Casablanca Valley
US,88,115,California
,88,18,
US,88,29,Washington
US,88,45,California
US,88,11,California
Chile,88,16,Leyda Valley
US,88,25,California
US,88,26,California
US,88,36,Washington
US,88,50,Washington
Spain,88,13,Northern Spain
US,88,23,California
US,88,42,Washington
US,88,26,California
US,88,18,California
Argentina,88,15,Mendoza Province
Italy,85,19,Piedmont
Chile,85,17,Casablanca Valley
US,85,13,Washington
US,85,17,Washington
France,85,16,France Other
US,85,50,California
Spain,85,11,Levante
France,85,15,Bordeaux
France,85,14,Bordeaux
US,85,18,California
US,85,26,Washington
US,85,25,California
US,85,10,California
France,85,15,Rhône Valley
US,85,14,New York
Italy,85,19,Piedmont
US,85,12,California
US,85,10,Washington
US,85,11,Washington
France,85,,France Other
France,85,20,France Other
France,85,24,France Other
US,85,49,California
US,85,42,California
France,85,,Bordeaux
US,85,28,California
France,85,,Loire Valley
Spain,85,12,Catalonia
Spain,85,10,Central Spain
Spain,85,15,Levante
France,89,31,Champagne
US,89,14,California
US,89,35,California
US,89,24,California
US,89,20,California
Chile,89,25,Maule Valley
Italy,89,30,Veneto
Greece,89,20,Drama
US,89,45,Washington
Italy,89,28,Sicily & Sardinia
US,89,21,California
US,89,42,Washington
Italy,89,25,Sicily & Sardinia
US,89,16,Washington
France,89,45,Champagne
France,89,24,Bordeaux
Italy,89,,Veneto
Italy,89,43,Veneto
New Zealand,89,15,Marlborough
Italy,89,50,Veneto
US,89,45,California
US,89,30,California
Italy,89,90,Veneto
Chile,89,22,Aconcagua Valley
US,89,13,California
France,89,,Bordeaux
Spain,89,25,Northern Spain
France,89,32,Loire Valley
US,89,18,New York
Portugal,89,,Port
Portugal,89,26,Port
US,89,40,Oregon
Chile,89,18,Maipo Valley
Spain,89,17,Andalucia
Italy,89,35,Central Italy
US,89,48,California
Australia,89,25,Western Australia
France,88,,Bordeaux
US,88,19,Oregon
US,88,30,Oregon
France,88,28,Loire Valley
Spain,88,25,Andalucia
Italy,88,42,Sicily & Sardinia
Italy,88,19,Sicily & Sardinia
Australia,88,24,South Australia
Australia,88,60,Victoria
Spain,90,32,Andalucia
US,90,35,California
Spain,90,44,Northern Spain
US,90,75,California
US,90,50,California
Italy,90,130,Tuscany
US,90,19,Oregon
US,90,15,America
US,90,48,Oregon
US,90,23,California
US,90,65,California
US,90,32,Oregon
US,90,22,California
US,90,25,California
US,90,35,California
US,90,27,Oregon
US,90,38,California
US,90,48,California
Italy,90,26,Tuscany
US,90,15,California
Spain,90,60,Northern Spain
Italy,90,25,Tuscany
France,90,20,Bordeaux
France,90,25,Bordeaux
France,90,20,Bordeaux
France,90,30,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
France,90,25,Bordeaux
Portugal,91,52,Douro
France,91,37,Burgundy
Italy,91,47,Northeastern Italy
US,91,45,California
Argentina,91,120,Other
France,91,50,Burgundy
Argentina,91,16,Mendoza Province
Italy,91,55,Northeastern Italy
France,91,60,Burgundy
France,91,20,Burgundy
France,91,75,Burgundy
US,91,16,California
US,91,45,Washington
US,91,80,California
France,91,32,Burgundy
Spain,91,85,Northern Spain
France,91,,Burgundy
US,91,30,Washington
US,91,45,Washington
France,91,69,Burgundy
France,91,69,Burgundy
France,88,22,Beaujolais
France,88,16,Burgundy
France,88,45,Burgundy
France,88,24,Burgundy
France,88,25,Burgundy
US,88,26,Washington
US,88,19,Washington
US,88,26,Washington
US,88,10,California
US,88,35,Washington
US,88,35,Washington
US,88,35,Washington
US,88,35,California
France,88,42,Burgundy
France,88,42,Burgundy
US,88,22,California
US,88,17,New York
France,88,31,Burgundy
France,88,19,Beaujolais
Italy,88,,Piedmont
France,88,28,Burgundy
US,88,22,New York
Spain,88,17,Catalonia
US,88,20,New York
US,88,32,California
France,88,47,Burgundy
US,88,26,Washington
US,88,35,Washington
US,88,15,Washington
France,88,26,Burgundy
US,89,42,California
Spain,89,38,Andalucia
Italy,89,19,Piedmont
US,89,49,Washington
US,89,52,Washington
US,89,40,Washington
Spain,89,19,Andalucia
US,89,55,California
US,89,28,California
Spain,89,19,Northern Spain
US,89,38,Washington
Italy,89,,Piedmont
US,89,25,California
US,89,49,California
Italy,89,45,Piedmont
France,89,20,Beaujolais
France,89,27,Provence
US,89,15,California
Italy,89,46,Piedmont
France,89,161,Burgundy
France,89,45,Burgundy
France,89,50,Burgundy
France,89,30,Burgundy
US,89,21,New York
US,89,26,California
France,89,40,Beaujolais
Chile,89,20,Loncomilla Valley
Italy,89,15,Central Italy
US,88,24,Washington
Italy,88,37,Piedmont
US,85,30,Oregon
Italy,85,10,Tuscany
France,85,28,Rhône Valley
Spain,85,10,Northern Spain
Italy,85,10,Tuscany
Portugal,85,,Vinho Verde
US,85,22,Oregon
US,85,10,California
France,85,13,Southwest France
France,85,,Provence
US,85,10,California
US,85,25,California
US,85,25,California
US,85,25,California
US,85,48,California
Spain,85,45,Catalonia
Spain,85,8,Spain Other
US,85,25,California
US,85,90,California
Italy,85,13,Central Italy
US,85,32,California
US,85,65,California
US,85,85,California
US,85,22,California
US,91,40,Washington
Italy,91,,Tuscany
US,91,85,Washington
US,91,32,California
US,91,46,Washington
US,91,49,California
Spain,91,35,Northern Spain
US,91,30,California
US,91,75,Washington
US,91,40,Washington
US,91,48,Washington
France,91,25,Burgundy
Italy,91,60,Veneto
France,91,24,Loire Valley
US,91,28,Washington
France,91,26,Loire Valley
France,91,64,Burgundy
US,91,42,California
US,91,32,California
US,91,75,California
US,91,,California
US,91,28,California
New Zealand,91,50,Hawke's Bay
New Zealand,91,35,Hawke's Bay
US,91,67,California
US,91,42,California
France,91,,Loire Valley
US,91,48,Washington
US,91,80,California
France,91,48,Burgundy
South Africa,89,,Coastal Region
South Africa,89,,Darling
South Africa,89,,Stellenbosch
South Africa,89,,Durbanville
US,98,155,California
Italy,97,60,Sicily & Sardinia
US,97,50,California
US,97,115,California
US,96,70,California
US,96,115,California
US,96,90,California
US,96,115,California
US,96,58,California
US,96,69,California
US,96,88,California
Italy,96,146,Piedmont
US,95,72,California
Italy,95,96,Piedmont
US,95,44,California
US,95,45,California
US,95,47,California
France,95,60,Loire Valley
US,95,90,California
US,95,48,California
Italy,95,225,Piedmont
Italy,95,30,Sicily & Sardinia
Italy,95,40,Sicily & Sardinia
US,95,50,California
France,95,40,Loire Valley
Italy,95,30,Sicily & Sardinia
Chile,82,9,Central Valley
US,82,32,California
US,82,32,California
US,82,36,California
Spain,82,11,Northern Spain
US,82,11,California
Italy,82,20,Northeastern Italy
US,82,20,California
US,82,50,California
US,82,20,California
US,82,12,California
Italy,82,21,Central Italy
US,82,14,California
US,82,17,California
France,82,,Bordeaux
Italy,82,21,Central Italy
US,81,25,California
US,81,14,California
US,81,32,California
France,81,12,Bordeaux
Chile,81,10,Cachapoal Valley
US,81,11,California
US,81,11,California
US,81,14,California
Spain,81,7,Central Spain
US,81,14,California
Chile,81,13,Casablanca Valley
Spain,81,12,Catalonia
Italy,80,12,Central Italy
Spain,80,14,Catalonia
Spain,85,7,Central Spain
Portugal,85,23,Douro
US,85,17,Oregon
Portugal,85,8,Douro
Portugal,85,21,Douro
France,85,15,Bordeaux
US,85,29,California
US,85,32,Oregon
US,85,25,California
Italy,85,15,Central Italy
Italy,85,60,Central Italy
Argentina,85,15,Mendoza Province
Spain,85,11,Northern Spain
Portugal,85,17,Lisboa
Portugal,85,17,Lisboa
Italy,85,25,Central Italy
US,85,22,Oregon
Portugal,85,10,Douro
Portugal,85,,Lisboa
France,85,18,Bordeaux
Spain,85,11,Catalonia
Portugal,85,10,Lisboa
Portugal,85,17,Douro
Portugal,85,,Douro
Portugal,85,26,Douro
Portugal,85,,Lisboa
US,85,32,Oregon
Italy,85,,Piedmont
Portugal,85,12,Lisboa
Portugal,85,9,Bairrada
Spain,87,26,Galicia
US,87,38,California
US,87,18,California
US,87,30,California
US,87,75,California
Italy,87,26,Veneto
Italy,87,14,Veneto
US,87,39,California
US,87,22,California
Italy,87,20,Veneto
US,87,40,California
US,87,30,California
US,87,16,New York
US,87,17,New York
US,87,38,California
US,87,115,California
Spain,87,8,Levante
France,87,12,Rhône Valley
Chile,87,13,Casablanca Valley
Italy,87,25,Veneto
Italy,87,20,Veneto
US,87,32,California
France,87,16,Rhône Valley
Spain,87,17,Northern Spain
Spain,87,35,Northern Spain
Spain,87,41,Catalonia
US,87,13,New York
US,87,18,New York
Chile,87,8,Lontué Valley
Italy,87,35,Veneto
Italy,94,66,Piedmont
US,94,75,Oregon
US,94,40,California
US,94,62,California
US,94,41,California
New Zealand,94,85,Hawke's Bay
Argentina,94,55,Mendoza Province
Italy,94,50,Piedmont
Italy,94,50,Piedmont
Italy,94,65,Piedmont
US,94,65,Oregon
US,94,62,California
Italy,94,57,Piedmont
Italy,94,100,Piedmont
France,94,30,Loire Valley
Argentina,94,68,Other
US,94,37,California
France,94,65,Loire Valley
US,94,95,Oregon
US,94,95,Oregon
Argentina,94,125,Mendoza Province
US,94,47,California
US,94,44,California
US,94,37,California
Portugal,94,50,Dão
Portugal,94,70,Bairrada
France,94,39,Loire Valley
France,94,50,Loire Valley
Portugal,94,65,Port
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
Italy,89,,Piedmont
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
South Africa,89,17,Paarl
Argentina,89,16,Mendoza Province
South Africa,89,27,Stellenbosch
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
France,89,,Bordeaux
US,89,18,California
US,89,30,Washington
Australia,89,20,Tasmania
US,91,75,California
US,91,25,California
Germany,91,55,Rheingau
US,91,115,California
US,91,26,California
US,91,80,Oregon
US,91,50,California
US,91,70,California
Germany,91,29,Mosel
Germany,91,40,Rheingau
US,91,24,Oregon
US,91,18,California
Spain,91,45,Northern Spain
US,91,48,California
US,91,45,California
US,91,59,California
US,91,20,California
US,91,20,California
US,91,40,California
US,91,24,California
US,91,35,California
US,91,40,California
Chile,91,30,Cachapoal Valley
US,91,40,California
US,91,19,California
US,91,24,California
US,91,25,Oregon
US,91,35,California
Spain,91,17,Northern Spain
Spain,91,20,Northern Spain
France,87,18,Loire Valley
France,87,18,Loire Valley
Portugal,87,14,Bairrada
US,87,22,Oregon
US,87,25,Oregon
Italy,87,30,Piedmont
Italy,87,28,Piedmont
Germany,87,16,Mosel
Argentina,87,22,Mendoza Province
Italy,87,45,Piedmont
Italy,87,20,Piedmont
Spain,87,12,Northern Spain
US,87,90,California
Italy,87,,Piedmont
Germany,87,16,Mosel
Germany,87,30,Mosel
Italy,87,28,Piedmont
Portugal,87,15,Douro
US,87,25,California
US,87,20,Oregon
Portugal,87,14,Alentejano
Portugal,87,10,Alentejano
Germany,87,10,Mosel
Australia,87,14,Victoria
Israel,87,15,Galilee
Argentina,87,20,Mendoza Province
US,87,17,Oregon
US,87,30,Oregon
US,87,20,California
Portugal,87,10,Tejo
US,91,32,Washington
US,90,45,Washington
US,90,20,California
US,90,60,California
US,90,23,Washington
US,90,12,Washington
US,90,25,California
US,90,18,Washington
US,90,30,California
US,90,20,California
US,90,23,Washington
US,90,18,California
US,90,25,Washington
US,90,28,Washington
US,90,19,Washington
US,90,25,California
US,90,25,California
US,89,18,California
US,89,55,California
US,89,40,California
US,89,45,California
US,89,50,Washington
US,89,22,California
US,89,25,Washington
US,89,25,Washington
US,89,35,California
US,89,18,California
US,88,16,California
US,88,17,Washington
US,88,15,Washington
Spain,90,20,Northern Spain
US,90,25,California
Italy,90,85,Tuscany
Austria,90,89,Weinland Österreich
US,90,40,California
Austria,90,21,Niederösterreich
France,90,50,Bordeaux
France,90,,Bordeaux
France,90,,Bordeaux
US,90,24,Washington
Italy,90,,Tuscany
Italy,90,26,Tuscany
US,90,23,Washington
Argentina,90,20,Mendoza Province
Spain,90,25,Northern Spain
Italy,90,90,Tuscany
Argentina,90,17,Mendoza Province
Austria,90,,Wagram-Donauland
US,90,30,California
Austria,90,,Südsteiermark
US,90,25,California
Italy,90,50,Tuscany
Austria,90,41,Kamptal
Austria,90,26,Kamptal
Argentina,90,95,Mendoza Province
Italy,90,90,Tuscany
Italy,90,38,Tuscany
Italy,86,18,Northeastern Italy
Greece,86,14,Mantinia
US,85,9,California
US,85,17,California
Italy,85,15,Northeastern Italy
Italy,85,16,Central Italy
Italy,85,19,Tuscany
Greece,85,18,Nemea
Italy,85,18,Central Italy
Argentina,85,13,Mendoza Province
Greece,85,10,Mantinia
Italy,85,16,Central Italy
US,85,32,California
Italy,85,12,Veneto
US,85,10,California
Greece,85,17,Mantinia
US,85,20,California
Italy,85,18,Tuscany
US,85,18,California
Argentina,85,20,Mendoza Province
US,85,17,California
Austria,85,15,Niederösterreich
US,85,18,Oregon
US,85,48,California
Italy,85,14,Veneto
South Africa,85,20,Swartland
Italy,85,20,Northeastern Italy
Argentina,85,15,Other
France,85,,Champagne
US,85,28,California
US,85,25,California
US,85,25,California
US,85,26,California
US,85,15,Washington
US,85,15,Washington
US,85,48,California
US,85,24,California
US,85,35,California
US,85,40,California
US,85,22,California
France,85,,Champagne
US,85,22,California
US,85,9,Washington
US,85,30,California
US,85,24,California
US,85,22,California
US,85,32,California
US,85,25,California
US,85,20,California
Portugal,87,50,Port
US,87,21,California
Italy,87,20,Tuscany
Portugal,87,18,Douro
Portugal,87,15,Douro
Chile,87,10,Casablanca Valley
US,87,15,California
US,87,26,California
Chile,87,14,Leyda Valley
US,87,22,Oregon
Italy,87,19,Tuscany
Italy,87,,Tuscany
Portugal,87,10,Lisboa
Germany,87,16,Franken
Italy,87,19,Tuscany
Italy,87,26,Tuscany
France,87,,Beaujolais
Italy,87,21,Tuscany
France,87,18,Southwest France
France,87,15,Southwest France
Spain,87,12,Northern Spain
Italy,87,32,Tuscany
Italy,87,30,Tuscany
Germany,87,12,Pfalz
Italy,87,15,Tuscany
Portugal,87,10,Alentejano
US,87,35,California
Portugal,87,13,Alentejano
US,87,18,Oregon
US,87,50,California
Portugal,87,13,Douro
US,87,50,California
US,87,30,California
Spain,87,22,Catalonia
US,87,26,Oregon
Italy,87,30,Italy Other
US,87,10,Oregon
Italy,87,12,Tuscany
Greece,87,25,Nemea
Germany,87,13,Nahe
Italy,87,28,Tuscany
US,87,38,California
Italy,87,37,Tuscany
Portugal,87,17,Douro
Italy,87,40,Lombardy
Chile,87,15,Maipo Valley
Chile,87,12,Maule Valley
Germany,87,20,Mosel
Greece,87,25,Chalkidiki
Spain,87,14,Northern Spain
Italy,87,13,Italy Other
US,87,30,Oregon
US,87,17,California
US,87,22,California
Chile,87,15,Maule Valley
Chile,87,14,Maule Valley
Italy,87,30,Tuscany
US,87,17,California
US,87,35,California
US,87,28,California
Lebanon,91,75,Lebanon
France,91,,Burgundy
US,91,36,California
US,91,20,Virginia
US,91,21,California
US,91,40,California
Portugal,91,20,Dão
Portugal,91,,Alentejano
Portugal,91,23,Alentejano
Portugal,91,40,Alentejano
Italy,91,62,Piedmont
Germany,91,20,Pfalz
Argentina,91,62,Mendoza Province
Portugal,91,,Vinho Verde
Portugal,91,24,Alentejano
Germany,91,37,Baden
Argentina,91,100,Other
US,91,19,California
Italy,91,38,Piedmont
Italy,91,28,Sicily & Sardinia
Portugal,91,60,Tejo
Portugal,91,,Vinho Verde
US,91,40,Oregon
US,91,58,Oregon
US,91,48,California
Italy,91,20,Sicily & Sardinia
France,91,,Burgundy
US,91,25,Oregon
Italy,91,30,Sicily & Sardinia
Portugal,91,,Douro
Argentina,86,13,Mendoza Province
South Africa,86,30,Western Cape
Australia,86,28,Tasmania
South Africa,86,12,Western Cape
South Africa,86,11,Coastal Region
Spain,86,49,Northern Spain
Argentina,86,20,Other
US,86,25,Washington
US,86,12,California
US,86,28,California
US,86,20,California
US,86,16,Washington
Portugal,86,9,Dão
Portugal,86,18,Lisboa
US,86,9,California
US,86,30,California
Australia,86,10,Australia Other
Argentina,86,12,Mendoza Province
US,86,11,California
US,86,28,Washington
Italy,86,13,Tuscany
Portugal,86,14,Alentejo
Portugal,86,9,Setubal
US,86,11,California
France,86,,Bordeaux
US,86,69,California
US,86,13,California
US,86,20,California
Spain,86,7,Central Spain
Spain,86,15,Northern Spain
France,90,37,Loire Valley
US,90,42,California
Spain,90,35,Central Spain
US,90,26,California
Italy,90,23,Northeastern Italy
Italy,90,22,Northeastern Italy
France,90,25,Loire Valley
France,90,20,Loire Valley
US,90,60,California
US,90,65,California
Spain,90,35,Catalonia
Argentina,90,40,Mendoza Province
France,90,26,Loire Valley
France,90,,Southwest France
France,90,29,Loire Valley
Italy,90,35,Veneto
Chile,90,19,Leyda Valley
US,90,45,California
US,90,34,California
US,90,28,California
US,89,55,California
Germany,88,48,Württemberg
US,88,13,Washington
Italy,88,,Sicily & Sardinia
Italy,88,39,Southern Italy
France,88,,Bordeaux
France,88,,Bordeaux
France,88,36,Languedoc-Roussillon
Italy,88,30,Southern Italy
France,88,11,Languedoc-Roussillon
New Zealand,88,15,Marlborough
Chile,88,15,Elqui Valley
US,88,35,California
South Africa,88,19,Robertson
Italy,88,54,Southern Italy
Italy,88,30,Veneto
Australia,88,25,South Australia
US,88,70,California
Italy,88,23,Veneto
New Zealand,88,19,Marlborough
Italy,88,45,Southern Italy
Italy,88,12,Sicily & Sardinia
US,88,50,California
Chile,88,19,Casablanca Valley
Germany,88,27,Mosel-Saar-Ruwer
US,88,23,Washington
South Africa,88,14,Coastal Region
US,88,33,Washington
France,88,,Bordeaux
France,88,30,Bordeaux
US,88,22,Washington
Spain,95,70,Northern Spain
US,95,55,Washington
US,95,50,Washington
US,95,59,California
US,95,20,Washington
US,94,55,Washington
US,94,130,California
US,94,145,California
US,94,210,California
US,94,95,California
US,94,65,Washington
US,94,60,Washington
US,94,100,California
US,94,75,Washington
US,94,75,California
US,94,150,California
US,94,55,Washington
US,94,35,California
US,94,230,California
US,94,45,Washington
US,94,75,California
US,94,130,California
US,94,85,California
US,91,36,Washington
France,91,,Bordeaux
France,91,24,Bordeaux
France,91,35,Bordeaux
Portugal,91,60,Alentejano
France,91,27,Alsace
France,91,53,Alsace
France,91,38,Alsace
US,91,32,California
US,91,25,California
US,91,40,California
US,91,36,California
US,91,54,California
Chile,91,22,Rapel Valley
US,91,85,California
Italy,91,65,Piedmont
US,91,32,California
US,91,25,California
US,91,28,California
US,91,18,California
France,91,,Alsace
US,91,14,California
Lebanon,91,30,Lebanon
US,91,60,California
Portugal,91,12,Douro
Portugal,91,47,Douro
US,91,35,California
US,91,26,Washington
US,91,27,Washington
US,91,20,Washington
US,87,75,California
US,87,21,California
Portugal,87,10,Alentejano
Portugal,87,11,Península de Setúbal
Italy,87,80,Piedmont
Italy,87,65,Piedmont
US,87,18,California
Argentina,87,14,Mendoza Province
Portugal,87,8,Douro
US,87,13,California
Italy,87,,Piedmont
US,87,50,Colorado
US,87,36,Colorado
Argentina,87,15,Mendoza Province
US,87,35,Virginia
Spain,87,8,Central Spain
France,87,17,Bordeaux
France,87,16,Loire Valley
France,87,,Bordeaux
France,87,,Bordeaux
US,87,20,Oregon
US,87,20,California
Spain,87,10,Northern Spain
France,87,25,Bordeaux
US,87,45,Virginia
Serbia,87,26,Pocerina
Italy,87,90,Piedmont
France,86,15,Bordeaux
Australia,86,13,Western Australia
US,86,24,California
US,86,11,California
US,86,32,Washington
Chile,86,18,Cachapoal Valley
US,86,32,California
Chile,86,10,Maipo Valley
Chile,86,20,Limarí Valley
US,86,15,Washington
France,86,,Bordeaux
US,86,14,Washington
US,86,24,California
Chile,86,20,Casablanca Valley
Austria,86,24,Thermenregion
US,86,20,California
US,86,24,Washington
Chile,86,41,Casablanca Valley
US,86,22,Washington
US,86,50,California
Chile,86,11,Central Valley
US,86,55,California
Austria,86,13,Niederösterreich
Austria,86,15,Österreichischer Sekt
US,86,12,California
Italy,86,45,Piedmont
Italy,86,17,Piedmont
US,86,11,California
US,92,85,California
Austria,92,40,Thermenregion
US,92,70,California
US,92,54,California
US,92,50,California
US,92,50,California
US,92,25,California
US,92,48,California
Austria,92,62,Wagram
France,92,25,Beaujolais
US,92,24,California
Austria,92,47,Burgenland
US,92,34,California
Austria,92,,Kamptal
Canada,92,32,British Columbia
France,92,43,Beaujolais
Chile,92,120,Puente Alto
France,92,25,Beaujolais
Austria,92,19,Kremstal
US,92,20,California
US,92,35,Washington
US,92,60,California
Italy,92,70,Tuscany
US,92,24,New York
US,92,50,California
Chile,92,26,Colchagua Valley
Austria,92,39,Wagram
US,92,35,California
US,92,35,California
Austria,92,60,Niederösterreich
US,90,8,California
US,90,30,Washington
France,90,70,Bordeaux
France,90,51,Bordeaux
Australia,89,33,South Australia
US,87,32,Oregon
US,87,18,California
Spain,87,6,Northern Spain
US,87,20,California
US,87,18,California
Italy,87,20,Tuscany
Australia,87,45,South Australia
Australia,87,19,South Australia
France,87,14,Alsace
US,87,17,Oregon
US,87,45,California
US,87,23,Oregon
Spain,87,18,Catalonia
US,87,28,Oregon
Spain,87,9,Northern Spain
Italy,87,28,Tuscany
US,87,20,California
US,87,28,California
US,87,13,New York
US,87,20,Oregon
Spain,87,22,Northern Spain
US,87,85,California
Italy,87,,Tuscany
US,87,24,Oregon
France,87,13,Provence
Austria,87,16,Wachau
New Zealand,90,35,Kumeu
US,90,40,California
US,90,40,California
US,90,65,Oregon
Italy,90,25,Tuscany
US,90,51,California
US,90,40,California
Italy,90,25,Tuscany
Italy,90,19,Tuscany
Argentina,90,16,Mendoza Province
France,90,17,Loire Valley
France,90,,France Other
France,90,33,France Other
US,90,54,California
Italy,90,25,Tuscany
Argentina,90,35,Mendoza Province
France,90,25,Loire Valley
Germany,90,48,Mosel
US,90,25,California
US,90,27,California
Italy,90,32,Tuscany
Italy,90,25,Tuscany
Italy,90,33,Tuscany
Portugal,90,33,Trás-os-Montes
US,90,28,Oregon
US,90,45,California
Israel,90,27,Galilee
France,90,,France Other
US,90,65,California
Germany,90,28,Rheinhessen
France,92,40,Alsace
US,92,45,California
Italy,92,28,Sicily & Sardinia
US,92,39,California
US,92,60,California
Germany,92,26,Pfalz
Spain,92,25,Northern Spain
US,92,45,Oregon
Germany,92,25,Mosel
US,92,135,California
US,92,125,California
US,92,60,Oregon
US,92,150,Oregon
US,92,30,California
Italy,92,18,Sicily & Sardinia
US,92,48,Oregon
US,92,55,Oregon
US,92,33,Oregon
US,92,45,Oregon
New Zealand,92,61,Hawke's Bay
Israel,92,30,Shomron
US,92,65,California
US,92,42,California
Portugal,92,60,Douro
France,91,104,Burgundy
US,91,42,California
US,91,50,California
US,91,16,California
France,91,65,Burgundy
US,91,44,California
Italy,91,,Tuscany
Italy,91,50,Tuscany
US,91,70,California
Spain,91,26,Andalucia
France,91,57,Rhône Valley
France,91,23,Loire Valley
Italy,91,,Tuscany
US,91,45,California
US,91,45,Washington
France,91,30,Loire Valley
France,91,34,Loire Valley
France,91,50,Burgundy
Italy,91,31,Tuscany
Italy,91,30,Tuscany
Spain,91,24,Catalonia
Italy,91,65,Tuscany
US,91,44,California
Canada,91,38,British Columbia
US,91,40,California
France,91,55,Burgundy
US,91,90,California
France,91,26,Loire Valley
US,91,35,Washington
US,91,72,California
US,88,45,Washington
France,88,25,Alsace
US,88,35,California
Greece,88,30,Rapsani
Italy,88,17,Central Italy
Italy,88,15,Central Italy
US,88,20,California
Italy,88,35,Central Italy
US,88,28,California
France,88,25,Alsace
France,88,29,Alsace
France,88,,Provence
US,88,30,Washington
US,88,15,California
Italy,88,35,Central Italy
US,88,30,New York
France,88,20,Alsace
Chile,88,18,Leyda Valley
Austria,88,20,Burgenland
US,88,27,New York
US,88,23,New York
South Africa,88,29,Paarl
US,87,19,New York
US,87,13,New York
South Africa,87,19,Stellenbosch
Italy,87,18,Central Italy
US,87,45,California
US,87,25,Washington
US,87,24,Washington
Austria,87,,Vienna
Australia,88,13,New South Wales
Australia,88,14,Victoria
US,88,42,California
Australia,88,43,South Australia
Australia,88,22,South Australia
US,88,24,California
Argentina,88,30,Mendoza Province
US,88,36,California
Italy,88,17,Tuscany
Italy,88,15,Tuscany
Argentina,88,15,Other
Australia,88,10,Australia Other
South Africa,88,19,Walker Bay
US,88,28,Washington
Argentina,88,12,Mendoza Province
Australia,88,20,Australia Other
Italy,88,36,Tuscany
South Africa,88,13,Paarl
Argentina,88,29,Mendoza Province
Italy,88,25,Tuscany
Italy,88,14,Piedmont
Spain,88,10,Northern Spain
Italy,88,25,Tuscany
US,88,40,Washington
Argentina,88,50,Mendoza Province
Argentina,88,17,Mendoza Province
Spain,87,12,Northern Spain
France,87,15,Rhône Valley
US,87,18,California
Austria,87,16,Niederösterreich
US,87,38,California
US,87,40,California
Spain,87,9,Northern Spain
US,87,15,California
Spain,87,20,Northern Spain
France,87,14,Provence
Austria,87,25,Niederösterreich
US,87,30,Washington
US,87,30,California
US,87,32,California
France,87,12,Provence
France,87,,Provence
